newsid	title	itemid
N29700	The Inside Story of Why Dick's Sporting Goods's CEO Stopped Selling Assault Rifles	1456
N27766	News anchor calls out body-shaming comments after being told she looks 'mighty big on TV'	1311
N26754	Queens Catholic school told 8-year-old student to lose his cornrows in order to stay in class: lawsuit	1239
N50064	Dow posts another record close on strong economic data	3014
N7376	AP source: Phillies agree to hire Joe Girardi as manager	4233
N46081	2020 Hyundai Palisade Pros and Cons: We Test Hyundai's New Enormous SUV	2689
N30054	Whistleblower now willing to take Republican questions, lawyer abruptly announces	1482
N37311	Boy Scouts of America membership fees to increase by 80 percent amid wave of sex-abuse lawsuits	2060
N37304	8 Things on the McDonald's Secret Menu You Need to Know About	2059
N53405	Bills outrun Redskins in 24-9 victory, move to 6-2	3280
N55558	Police Surprise Woman Who Anonymously Baked Pizzelle Cookies for Years in Heartwarming Video	3437
N30974	Police identify 2 suspects in murder of Andre Emmett last month	1562
N14200	Here's How to Find the Best Home Security System	320
N18355	Ex-All-Star slugger Josh Hamilton charged with child injury	631
N20886	ISIS Leader Paid Rival for Protection but Was Betrayed by His Own	827
N4717	SNL's Michael Che Sparks Backlash for 'Sexist and Ageist' Comments During Weekend Update	2782
N21019	Ford Baby Bronco Bare Body Allegedly Leaked In Exclusive Photo	834
N48742	Before his execution, a death row inmate told his victim's family he forgives them	2916
N26682	Texas attorney convicted of scamming drug traffickers	1234
N25762	Giuliani Says Ukraine Efforts 'Solely' for Trump's Legal Defense	1164
N40389	Nationals, Astros have pushed the World Series to Game 7. Nobody should be surprised.	2298
N63183	Walter Mercado, Legendary Puerto Rican Astrologer, Dead at 87	3996
N39192	Selena Gomez Clarifies Relationship Status After Reuniting With Ex-Boyfriend Samuel Krost	2208
N12110	Trick-or-treater, 7, critically injured in Chicago shooting	144
N37897	Trump: US ready to help in 'cleaning out' the 'monsters' who killed Americans	2108
N30187	Alabama still No. 1, while Florida drops out of top 10 in Amway Coaches Poll	1494
N33172	What handing out full-size candy bars on Halloween says about you, according to behavioral economists	1746
N6648	Twix-Flavored Popcorn Is Here To Make Movie Nights So Much Better	4168
N13249	Authorities identify Iowa woman killed in explosion during gender reveal party	234
N53049	President Trump says UFC reception was 'like walking into a Trump Rally'	3241
N29207	Rosario Dawson and Members of Her Family Sued Over Alleged Transphobic Assault Against Handyman	1419
N10993	Here's what comfort food looks like in 26 countries around the world	68
N7646	China Touts Fentanyl Convictions, Tackling Key Trade Talks Issue	4250
N4166	How much land the government owns in every state and what it's used for	2387
N22466	A 911 supervisor was streaming Netflix at work when dispatchers mishandled a shooting call	937
N12431	Survivor pays tribute to 'icon' Rudy Boesch on show	177
N56197	Milestones that could be reached in Week 7	3485
N54883	Deceptive 'Healthy' Snacks That Are Actually Sugar and Calorie Bombs	3390
N9377	What it takes to be a first-class flight attendant for Emirates	4369
N60314	7 Things That Happen to Your Body When You Watch Scary Movies	3767
N45807	The 2020 Porsche 911 Carrera S Is MotorTrend 's 2019 Best Driver's Car	2668
N26098	Sea-Tac Airport North Satellite construction hits milestone	1184
N29641	L.A.'s $1 billion trophy tower halted as China pulls back	1453
N17887	In Honor of Her 64th Birthday, Here Are Kris Jenner's Greatest Throwback Photos	601
N48728	James Harden's comment about Kevin Durant and the Warriors had fans scratching their heads	2913
N39118	Hailey Baldwin Claps Back at 'Fake Christian' Halloween Comments	2205
N8354	What Is Disruptive Mood Dysregulation Disorder?	4293
N43933	Big 12 reprimands 3 teams after field-storming celebrations	2557
N60047	Georgia Supreme Court temporarily halts man's execution	3748
N45828	At least 3 dead, 9 injured in Long Beach shooting	2669
N47722	Thai King fires palace bedroom guards for adultery	2838
N8878	11 Expenses to Cut Now If You Want to Retire Early	4333
N31528	Jim Harbaugh explains the letter sent to players/recruits parents last week	1605
N17674	Former Sox pitcher Bill Lee made the first purchase at a Massachusetts marijuana dispensary	587
N48699	Bette Midler mocks Lori Loughlin's college admission scandal	2909
N49647	"American Airlines Has an ""Early Depletion of the Burger Inventory"""	2976
N21506	Niecy Nash Announces Split From Husband Jay Tucker	871
N2741	Report: Automated strike zone to be used in some form in the minors next year	1286
N25155	Tourist deaths in Dominican Republic were due to natural causes: FBI	1128
N19187	Aniston, Witherspoon interview real morning show host Gayle King	695
N15630	What Is Mirin and Why Should You Use It?	438
N37748	Pink on Why She Didn't Headline the 2019 Super Bowl Halftime Show After Offer	2093
N14308	Delay headache: Greyhound passengers stranded overnight without answers	331
N60629	Alaska university accepting PB&J in lieu of cash for unpaid parking fines	3796
N47289	A Los Angeles mansion once listed for $250 million has finally sold for 62% off after 3 years. Take a look inside what was once America's most expensive home.	2792
N63823	Prince Charles Hit by One of the Most Incredible Art Hoaxes in Royal History	4050
N36888	Cracker Barrel Has Two Thanksgiving Options This Year, and They Both Sound Delicious	2022
N38777	Three takeaways from 49ers' road win over Cardinals	2175
N30531	16 transgender celebrities who are changing television	1522
N22397	Ben Affleck is dating again, using Raya app	933
N53141	2020 Hyundai Sonata vs. Camry and Accord: Just the Numbers	3250
N34000	Wayne Newton's house burglar sentenced to 22 years in prison	1798
N10919	Jets' Jamal Adams says general manager tried to trade him behind his back	61
N20077	Dutch authorities respond to 'suspicious situation' at Amsterdam airport	775
N9743	Shark swims on its back	4388
N19638	Gabbard hits back at 'queen of warmongers' Clinton	728
N43657	49ers' game grades vs. Cardinals: Yes, they have a potent passing game	2537
N56253	NFL winners, losers: Cowboys need to rebound, Patriots keep winning	3492
N41997	How Often Should You Change Synthetic Oil?	2407
N35371	Authorities home in on criminal group as possible culprit in massacre of Americans	1896
N42794	"Dog's priceless ""puppy face"" reaction after realizing she's at vet"	2470
N51058	'Fireside chat on live television': Trump says he wants to read Ukraine call transcript to American people	3073
N49400	Porsche-Designed Superyacht Is a 135-Foot-Long Spaceship on Water	2966
N15745	China Wants More Talks Before Signing Trade Deal With Trump	448
N64228	Trailer - Jumanji: The Next Level	4084
N61803	Photos of the Day	3883
N21881	I Tried 7 of the Weirdest Products at Trader Joe's so You Don't Have To	893
N11484	'At 237 Lbs., I Was Embarrassed To Go To The Gym. So I Did An At-Home BeachBody Program And Lost 117 Lbs.'	105
N37920	Flight shaming is gaining traction and could cost airlines billions	2110
N4359	Anderson Cooper to Steve Bannon: You know this is bull	2530
N22010	Oh My God, Your English Is So Good Is Not a Compliment, So Please Stop	901
N6905	30 Health Mistakes You're Making in Public	4191
N34192	Former CIA Director Brennan: Votes were swayed by Russian influence operation	1816
N28856	Alaska mine could generate $1 billion a year: Is it worth the risk to salmon?	1391
N13966	Macaulay Culkin takes joking jab at Cleveland Browns quarterback Baker Mayfield, city of Cleveland	298
N13355	Where will Cam Newton play in 2020? Ranking the 7 best fits, from Panthers to Dolphins	246
N4861	Social Security: 5 smart ways to get more benefits	2897
N42451	Watch: Jackson dances into end zone on too-easy TD vs. Patriots	2444
N19563	The true story of John Demjanjuk, twice convicted of being a guard at a Nazi death camp and now the subject of Netflix's 'The Devil Next Door'	720
N18766	Ready to Boost Stocks: Investors' Multitrillion Cash Hoard	663
N60536	Who are the 14 witnesses in the Trump impeachment inquiry and what have they said?	3784
N14232	Denver weather: Think this morning was bad? The strongest snow, wind, cold is still to come tonight	324
N4526	Bill Murray Applied To Work At An Airport P.F. Chang's And They're Totally Down To Hire Him	2633
N27919	Martin worries about amputation after breaking right leg	1322
N18933	CC Sabathia has pitched Yankees to Gerrit Cole 'many times'	678
N32991	10 Best Home Renovations to Squeeze in Before Winter	1734
N14647	Meghan King Edmonds Breaks Her Silence, Says Husband Jim Lied About Socializing with Nanny	360
N37783	Watch Courteney Cox Cut Her Bangs In Honor of 'Scream 3!'	2098
N34694	Rosie O'Donnell: Barbara Walters Isn't 'Up to Speaking to People' Right Now	1843
N7879	Killing of Americans sucks Mexican president into Trump election vortex	4264
N37818	Nigeria police rescue 259 'hostages' from another Islamic correction centre	2104
N4741	What Is Clean Fasting, and How Will It Help You Speed Up Weight Loss?	2805
N1120	The royal family refuses to watch 'The Crown' because it's too close to reality, according to a royal biographer	84
N33013	"Couple Cancels Wedding, Keeps $30K as ""Donation"" for Honeymoon Instead"	1737
N62610	What Is Each Zodiac Sign Allergic To?	3947
N35009	Korean Pop Star Sulli Dies at 25	1868
N54528	Target is offering a 10% military discount for Veterans Day. Here's how to sign up	3363
N56240	Gary McCord speaks out loudly about being dropped from CBS golf team: 'Bottom line, they fired me'	3491
N34904	Convict in South Dakota wants to pick drug for his execution	1855
N31544	The Two-for-One Ingredient Your Sausage Stuffing Is Missing	1606
N3874	Best Looks: Kendall Jenner	2172
N43202	Mid-Engine C8 Corvette Production Postponed Until February 2020	2502
N9674	Rodgers rips Packers' road focus after blowout loss to Bolts	4386
N50477	Buccaneers promote Kahzin Daniels   undrafted, Division II, totally blind in one eye   to 53-man roster	3035
N33913	All about Dennis Quaid's fiance's centuries-old engagement ring	1788
N28828	Grading the biggest NFL deals ahead of the 2019 trade deadline	1389
N7587	'Still I'm afraid': Victims reel from deadly Ethiopia clashes	4244
N49329	Florida State AD says Bob Stoops is on school's list of candidates, Stoops says he isn't	2962
N52911	The 50 best albums of the 2010s	3230
N31599	Jessica Simpson: Daughter Birdie Is 'Cherry on Top' of 'Precious Family'	1613
N54655	Peter Luger's says its steaks are still 'the best you can eat' after zero-star review from the New York Times	3370
N45332	Supreme Court leans toward expanding Clean Water Act to protect oceans from wastewater	2639
N7062	Kourtney Kardashian Defends Son Reign's Long Hair: He Is 'Happy'	4207
N33454	Prince Harry Tears Up as He Remembers Keeping Meghan Markle's Pregnancy a Secret	1766
N57908	Who's the favorite to win 2019 NFL rushing title?	3603
N40488	Ohio State football: Fast-rising LB among those out for Northwestern game	2306
N28774	Former Fort Worth officer who shot Atatiana Jefferson refuses to speak with detectives about her death	1383
N36557	Celebrity Halloween costume fails	1995
N59754	A tourist was fined for wearing a string bikini on a beach in the Philippines, but travelers get punished for the way they dress more often than you might think	3723
N3318	Two-year-old makes a huge mess at home	1749
N60985	Ex-NFL player Winslow Jr takes plea deal before rape retrial	3827
N6113	6 Ways to Find Extra Money to Pay Off Credit Card Debt	3837
N52481	Eagles to sign wide receiver Jordan Matthews	3193
N23196	10 of the best fast-food taco chains across the US	996
N16190	We Tried Cinnamon Coke And Cranberry Sprite And One Of Them Is About To Become Your New Favorite	472
N36713	'OK, boomer': 25-year-old politician fends off heckler with viral quip	2004
N27101	Trailer - I See You	1261
N52411	Bette Midler and Kathy Najimy Dish on Upcoming 'Hocus Pocus' Sequel and If They'd Be Involved	3188
N56665	25 celebrities who emerged as superstars in the 2010s	3521
N35385	Europeans look to China as global partner, shun Trump's US	1897
N30802	Off-duty Chicago police officer in clown makeup arrested on suspicion of slapping on-duty officer	1544
N34333	WB Lanes Of I-70 At Vail Pass Reopen After Semi Crash	1823
N57886	Here's Jennifer Lopez Wearing the Most Extra Bejeweled Wedding Dress	3601
N14191	My late sister stole my inheritance and swindled our mother	318
N53336	Chicago Has One of America's Best All-You-Can-Eat Restaurants	3271
N60826	This might be a next-gen Nissan Z car mule	3812
N43132	This Slow Cooker Pot Roast Is An Instant Classic	2496
N18164	Scotch whisky distributors face US tariffs after today	617
N34452	The Top 10 Safari Lodges in Africa	1828
N14552	Opinion: Separating NFL's pretenders from contenders at midseason	355
N5201	California Woman Contracts Parasitic Worms in Her Eye After Going on a Trail Run	3153
N32039	American Airlines cabin crew fear return of Boeing 737 Max	1654
N7666	Green Bay Packers Memorabilia Up for Auction, Including 1929 Undefeated Trophy & Super Bowl Ring!	4251
N6154	Report: Florida State considering firing Willie Taggart, pursuing Urban Meyer	3866
